customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaymentMethod,MonthlyCharges,Churn
CUST105210,Male,0.0,No,No,42.0,Yes,DSL,No,No internet service,No,Month-to-month,Bank transfer (automatic),115.26,No
CUST105211,Male,0.0,No,No,1.0,Yes,No,No internet service,Yes,No internet service,One year,Electronic check,82.5,No
CUST105212,Male,0.0,Yes,No,42.0,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Electronic check,44.13,No
CUST105213,Female,0.0,No,Yes,16.0,Yes,No,No,Yes,Yes,One year,Electronic check,108.97,No
CUST105214,Female,0.0,No,No,53.0,Yes,DSL,,No internet service,Yes,Two year,Mailed check,82.99,Yes
CUST105215,Male,0.0,Yes,,18.0,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),87.82,Yes
CUST105216,Female,0.0,Yes,No,70.0,No,Fiber optic,No internet service,No,Yes,Month-to-month,Bank transfer (automatic),30.9,Yes
CUST105217,Female,0.0,No,No,8.0,Yes,DSL,No,Yes,Yes,Two year,Electronic check,20.13,No
CUST105218,Male,0.0,No,No,64.0,Yes,Fiber optic,No,No internet service,Yes,One year,Electronic check,77.92,No
CUST105219,Male,0.0,Yes,Yes,2.0,Yes,Fiber optic,Yes,,No,Month-to-month,Bank transfer (automatic),35.16,No
CUST105220,Male,0.0,Yes,Yes,49.0,Yes,No,Yes,No,No internet service,Month-to-month,Bank transfer (automatic),88.21,No
CUST105221,Female,0.0,Yes,No,25.0,Yes,DSL,No internet service,No internet service,No internet service,Month-to-month,Electronic check,79.6,No
CUST105222,Female,0.0,Yes,Yes,14.0,No,DSL,Yes,No,Yes,Month-to-month,Bank transfer (automatic),51.27,No
CUST105223,Female,0.0,No,Yes,15.0,Yes,No,No internet service,Yes,No internet service,Month-to-month,Electronic check,62.47,Yes
CUST105224,Female,0.0,Yes,No,2.0,Yes,No,Yes,Yes,No internet service,Two year,Mailed check,102.59,Yes
CUST105225,Male,0.0,Yes,Yes,9.0,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,87.35,Yes
CUST105226,Male,0.0,Yes,,28.0,Yes,No,Yes,Yes,No,One year,Electronic check,49.62,No
CUST105227,Female,0.0,No,No,11.0,Yes,DSL,Yes,No internet service,No,One year,Credit card (automatic),69.17,Yes
CUST105228,Male,0.0,Yes,Yes,69.0,No,No,Yes,No internet service,No internet service,Two year,Credit card (automatic),64.33,No
CUST105229,Male,0.0,Yes,No,59.0,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Bank transfer (automatic),22.93,No
CUST105230,Male,0.0,Yes,Yes,34.0,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,54.56,No
CUST105231,Male,0.0,No,No,6.0,No,No,No internet service,No,No internet service,Two year,Mailed check,30.44,No
CUST105232,Male,0.0,Yes,Yes,71.0,Yes,DSL,No internet service,No internet service,No internet service,Two year,Mailed check,,No
CUST105233,Male,0.0,No,Yes,52.0,Yes,Fiber optic,,No internet service,Yes,One year,,52.4,No
CUST105234,,0.0,No,No,13.0,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Electronic check,119.56,No
CUST105235,Female,0.0,Yes,Yes,3.0,Yes,DSL,No,,Yes,Two year,Electronic check,78.68,No
CUST105236,Female,0.0,No,No,44.0,Yes,DSL,No internet service,No internet service,Yes,One year,Credit card (automatic),49.59,No
CUST105237,Female,0.0,No,Yes,2.0,Yes,Fiber optic,No,No,No internet service,Month-to-month,Credit card (automatic),34.76,No
CUST105238,Female,0.0,Yes,Yes,44.0,No,Fiber optic,Yes,No internet service,No internet service,Two year,Electronic check,56.91,No
CUST105239,Female,0.0,Yes,No,31.0,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,Mailed check,46.07,Yes
CUST105240,,0.0,Yes,Yes,63.0,No,,No,,No internet service,Month-to-month,Electronic check,107.08,No
CUST105241,Female,0.0,Yes,No,27.0,Yes,DSL,No,No,Yes,One year,Electronic check,71.71,No
CUST105242,Female,0.0,No,Yes,32.0,Yes,Fiber optic,Yes,No,Yes,Two year,Bank transfer (automatic),113.34,No
CUST105243,Female,0.0,Yes,Yes,39.0,Yes,No,No,Yes,No internet service,Two year,Mailed check,51.18,Yes
CUST105244,Male,0.0,Yes,No,70.0,Yes,Fiber optic,No internet service,No,No,,Bank transfer (automatic),31.13,No
CUST105245,Male,0.0,No,Yes,50.0,Yes,No,No,No,Yes,Month-to-month,Electronic check,104.97,No
CUST105246,Female,0.0,No,No,48.0,Yes,Fiber optic,No internet service,Yes,No internet service,One year,,83.21,No
CUST105247,Female,0.0,No,Yes,22.0,No,Fiber optic,No internet service,No internet service,Yes,One year,Mailed check,88.52,No
CUST105248,Female,0.0,Yes,No,34.0,Yes,No,No,Yes,No internet service,Two year,Electronic check,33.78,Yes
CUST105249,Female,1.0,No,Yes,13.0,Yes,Fiber optic,No,No internet service,No,Month-to-month,Credit card (automatic),50.01,No
CUST105250,Male,0.0,Yes,No,28.0,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Mailed check,23.93,Yes
CUST105251,Male,1.0,No,Yes,59.0,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),45.85,No
CUST105252,Female,1.0,No,Yes,7.0,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Bank transfer (automatic),86.64,No
CUST105253,Female,0.0,Yes,Yes,11.0,Yes,No,Yes,Yes,No internet service,One year,Electronic check,100.38,Yes
CUST105254,Male,0.0,No,Yes,42.0,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Mailed check,113.45,
CUST105255,Male,0.0,No,Yes,57.0,Yes,DSL,Yes,No internet service,No internet service,One year,Mailed check,53.3,No
CUST105256,Male,,Yes,Yes,70.0,Yes,DSL,No internet service,Yes,Yes,One year,Credit card (automatic),44.51,Yes
CUST105257,Male,0.0,No,Yes,42.0,Yes,No,No,Yes,No,Month-to-month,Mailed check,104.77,Yes
CUST105258,Female,0.0,Yes,Yes,47.0,Yes,Fiber optic,No,Yes,No internet service,Two year,Bank transfer (automatic),54.67,No
CUST105259,Male,1.0,No,Yes,20.0,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,59.85,No
CUST105260,Female,0.0,No,No,29.0,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Electronic check,40.19,No
CUST105261,Male,1.0,No,No,22.0,Yes,DSL,No internet service,,Yes,Month-to-month,Mailed check,23.4,No
CUST105262,Female,0.0,No,No,7.0,Yes,DSL,,No internet service,No internet service,Month-to-month,Electronic check,,No
CUST105263,Male,0.0,No,No,26.0,Yes,DSL,No internet service,No,No internet service,Two year,Mailed check,36.79,Yes
CUST105264,Female,0.0,No,Yes,,Yes,No,No,Yes,No,Two year,Mailed check,93.69,No
CUST105265,Female,0.0,Yes,Yes,42.0,Yes,No,Yes,No,Yes,Month-to-month,Electronic check,83.21,Yes
CUST105266,,0.0,Yes,No,54.0,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),24.69,Yes
CUST105267,Female,0.0,No,Yes,70.0,Yes,No,No,No internet service,Yes,Month-to-month,Mailed check,19.71,No
CUST105268,Female,0.0,Yes,Yes,63.0,Yes,No,No,No internet service,Yes,Month-to-month,Electronic check,66.25,Yes
CUST105269,Female,0.0,,No,22.0,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Mailed check,75.86,No
CUST105270,Male,0.0,Yes,No,67.0,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Credit card (automatic),86.47,No
CUST105271,Male,1.0,No,Yes,67.0,Yes,DSL,Yes,No,No internet service,Two year,Credit card (automatic),48.88,No
CUST105272,Male,0.0,No,No,36.0,Yes,No,Yes,No internet service,No,One year,Mailed check,75.32,No
CUST105273,Male,0.0,Yes,Yes,14.0,Yes,No,No,No,No internet service,Two year,Bank transfer (automatic),79.74,No
CUST105274,Female,0.0,Yes,Yes,55.0,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,21.13,No
CUST105275,Male,0.0,Yes,Yes,8.0,Yes,No,No,No,Yes,Month-to-month,Electronic check,119.07,No
CUST105276,Male,0.0,Yes,Yes,25.0,Yes,DSL,No internet service,No internet service,No,One year,Bank transfer (automatic),114.4,Yes
CUST105277,Female,0.0,No,Yes,38.0,Yes,Fiber optic,No,No internet service,Yes,Two year,Bank transfer (automatic),56.36,No
CUST105278,Male,0.0,Yes,Yes,62.0,Yes,DSL,No internet service,No internet service,No internet service,Month-to-month,Electronic check,78.54,No
CUST105279,Male,1.0,No,No,70.0,Yes,No,Yes,No internet service,No internet service,Month-to-month,Electronic check,56.71,No
CUST105280,Female,0.0,No,Yes,,Yes,,No,No,No internet service,One year,Mailed check,103.57,Yes
CUST105281,Female,1.0,No,No,34.0,Yes,No,,Yes,,Month-to-month,Electronic check,27.23,No
CUST105282,Female,0.0,Yes,Yes,,Yes,No,No,Yes,No internet service,One year,Mailed check,35.81,No
CUST105283,Female,1.0,No,Yes,57.0,Yes,DSL,Yes,No internet service,No,Two year,Bank transfer (automatic),92.13,No
CUST105284,Female,,Yes,Yes,61.0,Yes,DSL,Yes,No,No internet service,Two year,Electronic check,43.0,No
CUST105285,Female,0.0,No,Yes,34.0,Yes,DSL,No internet service,No internet service,No,Month-to-month,Electronic check,118.64,No
CUST105286,Male,1.0,Yes,No,39.0,Yes,No,No,No internet service,No,One year,Bank transfer (automatic),103.2,No
CUST105287,Female,,No,No,61.0,,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),102.6,No
CUST105288,Male,0.0,No,No,9.0,Yes,Fiber optic,No internet service,Yes,No internet service,One year,Bank transfer (automatic),35.11,No
CUST105289,Male,0.0,Yes,No,58.0,Yes,No,Yes,No internet service,Yes,Two year,Mailed check,38.38,No
CUST105290,Female,0.0,No,No,36.0,Yes,DSL,No,No internet service,No internet service,Month-to-month,Electronic check,100.77,Yes
CUST105291,Female,0.0,Yes,No,49.0,Yes,Fiber optic,No,No,No internet service,Month-to-month,Electronic check,61.2,No
CUST105292,Male,,Yes,No,13.0,No,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),93.99,Yes
CUST105293,Female,0.0,No,No,44.0,Yes,No,No internet service,No internet service,Yes,Month-to-month,Bank transfer (automatic),81.79,No
CUST105294,Female,0.0,No,Yes,19.0,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,Credit card (automatic),106.76,No
CUST105295,Female,0.0,Yes,Yes,37.0,Yes,No,Yes,No internet service,No,Month-to-month,Bank transfer (automatic),99.33,No
CUST105296,Male,0.0,,Yes,37.0,Yes,DSL,No,No,No,Two year,Credit card (automatic),86.31,Yes
CUST105297,Female,0.0,Yes,Yes,68.0,Yes,No,No internet service,No internet service,No,Two year,Credit card (automatic),82.77,No
CUST105298,Male,0.0,No,No,48.0,No,Fiber optic,No,No internet service,Yes,One year,Mailed check,99.41,Yes
CUST105299,,1.0,No,Yes,40.0,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Electronic check,68.57,No
CUST105300,Male,0.0,Yes,No,28.0,Yes,Fiber optic,Yes,,Yes,Month-to-month,Electronic check,71.26,No
CUST105301,Female,0.0,Yes,No,24.0,Yes,DSL,,No internet service,No,Two year,Credit card (automatic),,No
CUST105302,Male,,No,No,46.0,Yes,No,No internet service,Yes,No internet service,Month-to-month,Mailed check,98.97,Yes
CUST105303,Male,,No,Yes,63.0,Yes,No,No internet service,Yes,No,One year,Mailed check,,Yes
CUST105304,Male,1.0,No,Yes,41.0,Yes,No,Yes,No,No,Month-to-month,Mailed check,,Yes
CUST105305,Female,0.0,Yes,No,47.0,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Credit card (automatic),56.28,No
CUST105306,Male,0.0,Yes,No,23.0,Yes,No,No internet service,No internet service,Yes,Month-to-month,Electronic check,112.36,No
CUST105307,Female,0.0,No,No,40.0,Yes,No,,Yes,No,One year,Electronic check,43.7,Yes
CUST105308,Male,0.0,Yes,No,41.0,Yes,Fiber optic,Yes,Yes,Yes,One year,Bank transfer (automatic),50.4,Yes
CUST105309,Male,0.0,Yes,No,49.0,Yes,DSL,Yes,No,No,One year,Credit card (automatic),41.11,No
CUST105310,Female,0.0,Yes,No,22.0,Yes,DSL,,No internet service,No internet service,Month-to-month,Bank transfer (automatic),90.88,No
CUST105311,Female,0.0,No,No,25.0,Yes,Fiber optic,No,No internet service,No,Two year,Credit card (automatic),77.85,Yes
CUST105312,Male,0.0,No,Yes,25.0,Yes,Fiber optic,Yes,No internet service,No internet service,One year,Bank transfer (automatic),76.55,Yes
CUST105313,Male,1.0,No,Yes,30.0,Yes,Fiber optic,Yes,No,No,One year,Mailed check,89.55,No
CUST105314,Male,0.0,Yes,Yes,21.0,Yes,No,No,Yes,No internet service,Month-to-month,Electronic check,102.48,No
CUST105315,Female,1.0,Yes,Yes,14.0,Yes,DSL,No,No,No internet service,One year,Electronic check,44.62,No
CUST105316,Female,0.0,Yes,Yes,36.0,Yes,DSL,No internet service,No internet service,No internet service,One year,Credit card (automatic),95.8,Yes
CUST105317,Male,,Yes,No,61.0,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Bank transfer (automatic),71.17,
CUST105318,Female,1.0,Yes,No,2.0,No,No,No,Yes,No internet service,Month-to-month,Credit card (automatic),108.9,No
CUST105319,Male,0.0,,No,47.0,Yes,No,No,No,No internet service,,Electronic check,22.07,No
CUST105320,Male,0.0,No,No,58.0,Yes,No,No,Yes,No,One year,Electronic check,41.91,Yes
CUST105321,Female,0.0,Yes,No,59.0,No,Fiber optic,No internet service,No internet service,No,Month-to-month,Mailed check,36.34,No
CUST105322,Female,0.0,No,Yes,61.0,Yes,Fiber optic,No,No,No internet service,Two year,,23.7,Yes
CUST105323,Male,0.0,Yes,No,22.0,Yes,Fiber optic,Yes,No internet service,Yes,Two year,Credit card (automatic),86.18,No
CUST105324,Female,0.0,No,Yes,7.0,Yes,DSL,No,No,Yes,One year,Bank transfer (automatic),98.61,No
CUST105325,Male,0.0,Yes,No,71.0,Yes,No,No internet service,No,No internet service,Month-to-month,Credit card (automatic),71.65,No
CUST105326,Female,0.0,No,No,50.0,Yes,No,No internet service,No,Yes,Month-to-month,Credit card (automatic),103.05,Yes
CUST105327,Male,0.0,No,Yes,25.0,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),83.12,No
CUST105328,Male,0.0,Yes,No,,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Mailed check,83.83,No
CUST105329,Male,1.0,Yes,Yes,25.0,Yes,No,No internet service,No,No internet service,Month-to-month,Credit card (automatic),41.75,Yes
CUST105330,Female,0.0,,Yes,53.0,Yes,DSL,Yes,No internet service,Yes,,Credit card (automatic),116.49,No
CUST105331,Female,1.0,Yes,No,69.0,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Bank transfer (automatic),68.4,No
CUST105332,Male,0.0,Yes,No,55.0,Yes,DSL,Yes,Yes,No,One year,Electronic check,116.22,No
CUST105333,Female,0.0,Yes,No,47.0,No,Fiber optic,Yes,No internet service,No,Two year,,59.12,Yes
CUST105334,Female,0.0,No,Yes,13.0,Yes,No,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),63.97,No
CUST105335,Male,1.0,Yes,No,67.0,No,,No,No,No,One year,Bank transfer (automatic),90.2,No
CUST105336,Female,0.0,Yes,No,30.0,Yes,No,No,Yes,No internet service,One year,Electronic check,99.93,Yes
CUST105337,Female,1.0,No,Yes,44.0,Yes,No,No,No,No,One year,Mailed check,41.89,No
CUST105338,Male,0.0,Yes,No,44.0,Yes,DSL,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),119.42,No
CUST105339,Male,0.0,No,No,,Yes,No,No internet service,Yes,Yes,One year,Electronic check,21.99,No
CUST105340,Male,0.0,Yes,Yes,43.0,Yes,,Yes,Yes,No,One year,Bank transfer (automatic),23.12,No
CUST105341,Female,1.0,No,Yes,28.0,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),29.69,No
CUST105342,Female,0.0,Yes,No,25.0,Yes,Fiber optic,Yes,No,No internet service,Two year,Bank transfer (automatic),75.53,No
CUST105343,Male,1.0,Yes,Yes,61.0,Yes,DSL,No,Yes,Yes,Month-to-month,Credit card (automatic),82.94,No
CUST105344,Male,0.0,Yes,No,51.0,Yes,,No,No internet service,Yes,One year,Mailed check,109.77,No
CUST105345,Male,0.0,Yes,Yes,,Yes,,Yes,Yes,No,One year,Electronic check,,No
CUST105346,Male,0.0,No,Yes,1.0,Yes,DSL,No,No internet service,Yes,One year,Electronic check,97.96,No
CUST105347,Male,0.0,Yes,No,51.0,Yes,DSL,,No,No,Month-to-month,Electronic check,80.55,No
CUST105348,Male,0.0,No,No,53.0,Yes,Fiber optic,No internet service,No internet service,No internet service,,Mailed check,60.24,No
CUST105349,Female,0.0,No,Yes,11.0,Yes,DSL,,No internet service,No internet service,Month-to-month,Credit card (automatic),76.51,No
CUST105350,Male,,No,No,54.0,Yes,DSL,No,Yes,No,,Credit card (automatic),39.9,No
CUST105351,Female,0.0,Yes,Yes,,Yes,Fiber optic,,No internet service,No,Month-to-month,Electronic check,95.88,No
CUST105352,Male,0.0,Yes,No,52.0,Yes,Fiber optic,Yes,No,No,One year,Bank transfer (automatic),73.27,No
CUST105353,Male,0.0,No,Yes,60.0,No,No,No internet service,Yes,Yes,One year,Bank transfer (automatic),102.02,Yes
CUST105354,Female,0.0,Yes,No,50.0,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Electronic check,55.44,No
CUST105355,Female,0.0,,Yes,67.0,Yes,DSL,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),37.48,No
CUST105356,Female,0.0,No,Yes,5.0,Yes,Fiber optic,No internet service,No internet service,No internet service,Two year,Electronic check,67.4,No
CUST105357,Female,0.0,No,No,23.0,No,DSL,No internet service,Yes,No,Month-to-month,Electronic check,68.14,No
CUST105358,Male,0.0,Yes,No,4.0,Yes,DSL,No,No,No internet service,Month-to-month,Bank transfer (automatic),,No
CUST105359,Male,0.0,No,No,12.0,Yes,No,No,No,No,Two year,Bank transfer (automatic),79.65,No
CUST105360,Female,0.0,Yes,No,26.0,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Bank transfer (automatic),48.57,No
CUST105361,Female,0.0,No,No,1.0,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Bank transfer (automatic),78.46,No
CUST105362,Female,0.0,Yes,No,28.0,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Credit card (automatic),72.31,No
CUST105363,Female,0.0,Yes,Yes,9.0,Yes,DSL,No,No internet service,No internet service,One year,Electronic check,20.21,No
CUST105364,Male,0.0,No,No,8.0,Yes,No,No,No,No internet service,One year,Credit card (automatic),,No
CUST105365,Male,0.0,Yes,Yes,60.0,Yes,DSL,No internet service,No,No,Month-to-month,Mailed check,59.81,Yes
CUST105366,Male,0.0,Yes,No,53.0,Yes,No,Yes,No,Yes,One year,Mailed check,99.83,Yes
CUST105367,Female,0.0,No,Yes,32.0,Yes,No,No,No,No internet service,Month-to-month,Mailed check,92.01,
CUST105368,Female,0.0,No,No,40.0,Yes,DSL,No,No internet service,No,Month-to-month,Bank transfer (automatic),98.65,No
CUST105369,Male,1.0,No,No,20.0,No,DSL,Yes,No,Yes,Two year,Bank transfer (automatic),44.86,Yes
CUST105370,Female,0.0,Yes,No,34.0,Yes,No,Yes,No,Yes,Two year,Mailed check,94.17,No
CUST105371,Female,0.0,Yes,No,55.0,Yes,DSL,No,No internet service,No internet service,One year,Electronic check,85.17,No
CUST105372,Male,0.0,Yes,Yes,,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),111.84,No
CUST105373,Male,0.0,Yes,Yes,57.0,Yes,No,No,No,Yes,One year,Credit card (automatic),84.48,No
CUST105374,Female,0.0,No,No,34.0,Yes,DSL,Yes,No,No internet service,Month-to-month,Credit card (automatic),29.47,Yes
CUST105375,Female,0.0,Yes,No,26.0,Yes,Fiber optic,Yes,Yes,No internet service,One year,Credit card (automatic),72.97,Yes
CUST105376,Male,0.0,Yes,Yes,64.0,No,Fiber optic,No internet service,Yes,No,One year,Electronic check,83.29,Yes
CUST105377,Male,0.0,No,Yes,64.0,Yes,Fiber optic,Yes,Yes,Yes,One year,Credit card (automatic),111.87,Yes
CUST105378,Male,0.0,No,Yes,16.0,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),46.72,No
CUST105379,Female,0.0,Yes,No,33.0,Yes,Fiber optic,Yes,No,No,Month-to-month,,54.84,Yes
CUST105380,Male,0.0,Yes,Yes,55.0,Yes,Fiber optic,No,Yes,Yes,One year,Mailed check,101.99,No
CUST105381,Female,0.0,Yes,No,18.0,Yes,No,No,No,No,Two year,Credit card (automatic),80.2,No
CUST105382,Male,0.0,Yes,No,53.0,Yes,No,No,No internet service,Yes,Month-to-month,Electronic check,63.45,No
CUST105383,Male,0.0,Yes,No,64.0,No,Fiber optic,No,No internet service,No,Month-to-month,Credit card (automatic),91.66,No
CUST105384,Male,0.0,Yes,Yes,16.0,No,DSL,No,No,No,Month-to-month,Credit card (automatic),21.05,No
CUST105385,Female,0.0,No,No,11.0,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Credit card (automatic),57.4,No
CUST105386,Male,0.0,No,Yes,68.0,Yes,Fiber optic,No internet service,No internet service,No internet service,One year,Credit card (automatic),60.32,Yes
CUST105387,Female,0.0,No,Yes,71.0,Yes,No,Yes,No internet service,No,Month-to-month,Credit card (automatic),26.67,No
CUST105388,Male,0.0,No,Yes,61.0,Yes,No,Yes,No internet service,No,One year,Credit card (automatic),116.41,No
CUST105389,Female,0.0,Yes,No,44.0,Yes,DSL,No internet service,No internet service,Yes,Two year,Electronic check,117.8,Yes
CUST105390,Male,0.0,No,No,6.0,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Mailed check,79.06,No
CUST105391,Male,1.0,No,Yes,65.0,Yes,Fiber optic,No,No,No,One year,Electronic check,52.08,No
CUST105392,Female,0.0,Yes,No,14.0,Yes,No,No,No,Yes,Month-to-month,Mailed check,84.26,No
CUST105393,Female,0.0,Yes,No,12.0,Yes,DSL,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),112.56,Yes
CUST105394,Female,0.0,Yes,No,51.0,No,Fiber optic,,No,No,One year,Credit card (automatic),107.11,No
CUST105395,Male,0.0,No,Yes,28.0,Yes,No,No internet service,Yes,No,Month-to-month,,50.93,No
CUST105396,Female,0.0,No,Yes,62.0,Yes,No,No internet service,Yes,Yes,One year,Credit card (automatic),90.58,No
CUST105397,Male,0.0,No,Yes,62.0,Yes,No,No internet service,No,Yes,One year,Credit card (automatic),33.7,No
CUST105398,Female,1.0,No,Yes,,Yes,No,No internet service,No,No internet service,Month-to-month,Credit card (automatic),86.64,No
CUST105399,Female,,Yes,No,60.0,Yes,No,No,Yes,No,Month-to-month,Electronic check,42.11,No
CUST105400,Female,1.0,Yes,Yes,39.0,Yes,,No internet service,No internet service,Yes,Two year,Credit card (automatic),100.71,Yes
CUST105401,Female,0.0,No,Yes,,Yes,Fiber optic,Yes,No internet service,No internet service,Two year,Mailed check,89.13,Yes
CUST105402,Female,0.0,No,Yes,65.0,Yes,No,Yes,Yes,No internet service,Month-to-month,Mailed check,19.14,No
CUST105403,Female,0.0,No,Yes,20.0,Yes,Fiber optic,Yes,No internet service,Yes,Two year,Mailed check,75.28,No
CUST105404,Male,0.0,Yes,Yes,30.0,No,DSL,Yes,No internet service,No,Two year,Bank transfer (automatic),64.16,No
CUST105405,Male,0.0,Yes,Yes,44.0,Yes,No,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),113.74,No
CUST105406,Female,,No,Yes,61.0,Yes,DSL,No internet service,No internet service,No,Month-to-month,Mailed check,73.94,No
CUST105407,Female,0.0,Yes,No,,No,DSL,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),29.42,
CUST105408,Female,0.0,Yes,No,18.0,Yes,No,Yes,No,No,Month-to-month,Mailed check,98.94,No
CUST105409,Female,0.0,No,No,,Yes,No,No,Yes,No,Month-to-month,Credit card (automatic),107.55,No
CUST105410,Male,0.0,,Yes,57.0,Yes,DSL,No internet service,No internet service,No internet service,Month-to-month,Electronic check,74.55,No
CUST105411,Male,0.0,Yes,No,,Yes,Fiber optic,Yes,No internet service,No internet service,One year,Bank transfer (automatic),,No
CUST105412,Female,0.0,No,No,18.0,Yes,DSL,Yes,No,,Month-to-month,Bank transfer (automatic),49.73,No
CUST105413,Female,0.0,No,No,51.0,Yes,Fiber optic,No,No,No internet service,Month-to-month,Mailed check,47.79,No
CUST105414,Male,0.0,Yes,No,47.0,Yes,No,Yes,No,Yes,Two year,,108.3,Yes
CUST105415,Male,1.0,Yes,Yes,37.0,Yes,No,No,Yes,,One year,Electronic check,60.58,
CUST105416,Male,0.0,Yes,No,44.0,Yes,DSL,No,Yes,Yes,Two year,Mailed check,,No
CUST105417,Male,0.0,No,Yes,16.0,Yes,No,Yes,Yes,No internet service,Month-to-month,Bank transfer (automatic),113.41,Yes
CUST105418,Female,0.0,,Yes,13.0,No,DSL,Yes,No,,One year,Electronic check,72.75,No
CUST105419,Female,0.0,No,Yes,58.0,No,Fiber optic,No internet service,No,No,Month-to-month,Electronic check,98.01,No
CUST105420,Female,0.0,Yes,Yes,,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Mailed check,99.57,No
CUST105421,Female,0.0,No,No,70.0,Yes,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),54.34,No
CUST105422,Male,0.0,No,Yes,67.0,Yes,No,No,No internet service,Yes,Month-to-month,Mailed check,65.07,No
CUST105423,Male,0.0,Yes,No,,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Electronic check,110.12,No
CUST105424,Male,,Yes,Yes,33.0,Yes,No,No internet service,Yes,No internet service,One year,Credit card (automatic),,No
CUST105425,Male,0.0,No,Yes,,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,48.7,No
CUST105426,Female,0.0,No,Yes,0.0,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),31.04,No
CUST105427,Male,0.0,No,Yes,62.0,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Mailed check,61.5,No
CUST105428,Male,0.0,Yes,,12.0,Yes,DSL,No internet service,Yes,Yes,Two year,Credit card (automatic),63.88,No
CUST105429,,0.0,No,No,18.0,No,No,No,No,Yes,Two year,Bank transfer (automatic),68.34,No
CUST105430,Female,0.0,Yes,No,34.0,Yes,DSL,Yes,No internet service,No,Month-to-month,Mailed check,94.91,Yes
CUST105431,Male,0.0,No,No,50.0,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),117.73,No
CUST105432,Male,0.0,No,No,25.0,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Mailed check,57.72,Yes
CUST105433,,0.0,Yes,No,67.0,Yes,No,No,No,Yes,One year,Bank transfer (automatic),100.61,No
CUST105434,Female,0.0,Yes,Yes,56.0,Yes,Fiber optic,,Yes,Yes,Month-to-month,Credit card (automatic),82.25,No
CUST105435,Female,1.0,No,Yes,53.0,Yes,DSL,No internet service,No,Yes,Two year,Mailed check,,Yes
CUST105436,Male,0.0,No,No,55.0,Yes,DSL,No internet service,No internet service,No,Month-to-month,Credit card (automatic),61.41,No
CUST105437,Male,1.0,Yes,Yes,2.0,Yes,No,No,,Yes,Month-to-month,Credit card (automatic),65.4,Yes
CUST105438,Male,1.0,No,No,59.0,No,No,No,No,Yes,Month-to-month,Mailed check,48.8,Yes
CUST105439,Female,0.0,Yes,Yes,43.0,Yes,DSL,No internet service,No,No,Month-to-month,Electronic check,89.43,No
